"action_type","lat","lon","playoffs","season","shot_distance","shot_made_flag","shot_type","opponent","attendance","arena_temp","avgnoisedb","time_remaining_period","game_time"
"Jump Shot",33.8263,-118.3788,0,"1998",24,0,"3PT Field Goal","HOU",14484,69,92.83,644,1516
"Jump Shot",33.9813,-118.3698,0,"1998",11,0,"2PT Field Goal","HOU",14484,69,92.83,451,1709
"Jump Shot",33.9963,-118.4148,0,"1998",15,1,"2PT Field Goal","HOU",14484,69,92.83,134,2026
"Jump Shot",33.9233,-118.0648,0,"1998",23,0,"3PT Field Goal","HOU",14484,69,92.83,62,2098
"Dunk Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","HOU",14484,69,92.83,496,2384
"Jump Shot",33.8603,-118.1158,0,"1998",23,1,"3PT Field Goal","HOU",14484,69,92.83,406,2474
"Jump Shot",33.9253,-118.4038,0,"1998",17,0,"2PT Field Goal","POR",12816,71,94.98,620,100
"Jump Shot",33.9383,-118.1488,0,"1998",16,0,"2PT Field Goal","POR",12816,71,94.98,315,405
"Jump Shot",33.8433,-118.3548,0,"1998",21,1,"2PT Field Goal","POR",12816,71,94.98,279,441
"Jump Shot",33.8373,-118.2128,0,"1998",21,0,"2PT Field Goal","POR",12816,71,94.98,14,706
"Running Jump Shot",33.9873,-118.2128,0,"1998",8,0,"2PT Field Goal","POR",12816,71,94.98,315,1125
"Jump Shot",33.8603,-118.4688,0,"1998",27,0,"3PT Field Goal","POR",12816,71,94.98,10,1430
"Running Jump Shot",33.9423,-118.2278,0,"1998",11,1,"2PT Field Goal","POR",12816,71,94.98,597,1563
"Running Jump Shot",33.9873,-118.2128,0,"1998",8,1,"2PT Field Goal","POR",12816,71,94.98,351,2529
"Jump Shot",33.7943,-118.3548,0,"1998",26,0,"3PT Field Goal","POR",12816,71,94.98,161,2719
"Jump Shot",34.0043,-118.3638,0,"1998",10,0,"2PT Field Goal","SEA",15939,71,95.04,529,191
"Jump Shot",34.0043,-118.1868,0,"1998",9,1,"2PT Field Goal","SEA",15939,71,95.04,272,448
"Jump Shot",33.9813,-118.1718,0,"1998",11,0,"2PT Field Goal","SEA",15939,71,95.04,211,509
"Jump Shot",33.8843,-118.1378,0,"1998",20,1,"2PT Field Goal","SEA",15939,71,95.04,48,672
"Layup Shot",34.0323,-118.2578,0,"1998",1,0,"2PT Field Goal","SEA",15939,71,95.04,683,757
"Jump Shot",33.8053,-118.1658,0,"1998",26,0,"3PT Field Goal","SEA",15939,71,95.04,429,1011
"Jump Shot",33.9913,-118.2778,0,"1998",5,1,"2PT Field Goal","SEA",15939,71,95.04,82,1358
"Jump Shot",33.9533,-118.1528,0,"1998",14,1,"2PT Field Goal","SEA",15939,71,95.04,617,1543
"Jump Shot",33.8843,-118.4278,0,"1998",22,0,"2PT Field Goal","SEA",15939,71,95.04,543,1617
"Jump Shot",33.8503,-118.0948,0,"1998",26,1,"3PT Field Goal","SEA",15939,71,95.04,510,1650
"Jump Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","SEA",15939,71,95.04,476,1684
"Jump Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","SEA",15939,71,95.04,444,1716
"Slam Dunk Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","SEA",15939,71,95.04,414,1746
"Jump Shot",33.9533,-118.1158,0,"1998",17,1,"2PT Field Goal","SEA",15939,71,95.04,374,1786
"Jump Shot",34.0393,-118.1528,0,"1998",11,1,"2PT Field Goal","SEA",15939,71,95.04,325,1835
"Slam Dunk Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","SEA",15939,71,95.04,33,2127
"Jump Shot",34.0263,-118.3058,0,"1998",4,0,"2PT Field Goal","SEA",15939,71,95.04,503,2377
"Jump Shot",34.0083,-118.2988,0,"1998",4,0,"2PT Field Goal","SEA",15939,71,95.04,252,2628
"Jump Shot",34.0413,-118.1118,0,"1998",15,0,"2PT Field Goal","DAL",15128,70,91.22,433,287
"Driving Layup Shot",34.0443,-118.2698,0,"1998",0,0,"2PT Field Goal","DAL",15128,70,91.22,186,1254
"Jump Shot",34.0523,-118.1268,0,"1998",14,0,"2PT Field Goal","DAL",15128,70,91.22,656,1504
"Jump Shot",34.0363,-118.3758,0,"1998",10,0,"2PT Field Goal","DAL",15128,70,91.22,343,1817
"Running Jump Shot",33.9983,-118.3328,0,"1998",7,1,"2PT Field Goal","DAL",15128,70,91.22,250,1910
"Running Jump Shot",33.9763,-118.2968,0,"1998",7,1,"2PT Field Goal","DAL",15128,70,91.22,662,2218
"Jump Shot",33.8563,-118.3268,0,"1998",19,0,"2PT Field Goal","DAL",15128,70,91.22,254,2626
"Jump Shot",33.8283,-118.3118,0,"1998",22,0,"2PT Field Goal","POR",16144,73,98.99,473,247
"Slam Dunk Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","POR",16144,73,98.99,163,557
"Driving Layup Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","POR",16144,73,98.99,243,1197
"Jump Shot",33.8993,-118.4338,0,"1998",21,1,"2PT Field Goal","POR",16144,73,98.99,623,1537
"Driving Layup Shot",34.0443,-118.2698,0,"1998",0,1,"2PT Field Goal","POR",16144,73,98.99,451,1709
"Jump Shot",34.0413,-118.3658,0,"1999",9,0,"2PT Field Goal","GSW",16124,68,93.58,83,637
"Running Jump Shot",34.0003,-118.3208,0,"1999",6,1,"2PT Field Goal","GSW",16124,68,93.58,15,705
"Jump Shot",33.9383,-118.2108,0,"1999",12,0,"2PT Field Goal","GSW",16124,68,93.58,684,756
"Tip Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","GSW",16124,68,93.58,666,774
"Jump Shot",33.8153,-118.3828,0,"1999",25,0,"3PT Field Goal","GSW",16124,68,93.58,483,957
"Dunk Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","GSW",16124,68,93.58,247,1193
"Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","GSW",16124,68,93.58,242,1198
"Jump Shot",34.0623,-118.3658,0,"1999",9,0,"2PT Field Goal","GSW",16124,68,93.58,159,1281
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","GSW",16124,68,93.58,3,1437
"Jump Shot",34.0623,-118.1318,0,"1999",13,0,"2PT Field Goal","GSW",16124,68,93.58,681,2199
"Jump Shot",33.9203,-118.3658,0,"1999",15,1,"2PT Field Goal","GSW",16124,68,93.58,652,2228
"Hook Shot",34.0023,-118.3378,0,"1999",7,1,"2PT Field Goal","GSW",16124,68,93.58,509,2371
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","GSW",16124,68,93.58,236,2644
"Jump Shot",33.7833,-118.4108,0,"1999",29,0,"3PT Field Goal","GSW",16124,68,93.58,177,2703
"Jump Shot",34.0413,-118.0438,0,"1999",22,0,"3PT Field Goal","GSW",16124,68,93.58,26,2854
"Running Jump Shot",34.0263,-118.1958,0,"1999",7,0,"2PT Field Goal","POR",15209,69,94.24,557,883
"Jump Shot",33.9203,-118.3438,0,"1999",14,0,"2PT Field Goal","POR",15209,69,94.24,296,1144
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","POR",15209,69,94.24,206,1234
"Jump Shot",33.8933,-118.1678,0,"1999",18,0,"2PT Field Goal","POR",15209,69,94.24,93,1347
"Jump Shot",33.9593,-118.3008,0,"1999",9,0,"2PT Field Goal","POR",15209,69,94.24,10,1430
"Jump Shot",34.0363,-118.4258,0,"1999",15,1,"2PT Field Goal","POR",15209,69,94.24,398,1762
"Jump Shot",33.9163,-118.4818,0,"1999",24,0,"3PT Field Goal","POR",15209,69,94.24,375,1785
"Driving Dunk Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","POR",15209,69,94.24,110,2050
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","POR",15209,69,94.24,406,2474
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","POR",15209,69,94.24,374,2506
"Tip Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","POR",15209,69,94.24,370,2510
"Jump Shot",34.0303,-118.1228,0,"1999",14,1,"2PT Field Goal","POR",15209,69,94.24,268,2612
"Jump Shot",34.0263,-118.4168,0,"1999",14,0,"2PT Field Goal","POR",15209,69,94.24,196,2684
"Jump Shot",34.0453,-118.1158,0,"1999",15,1,"2PT Field Goal","POR",15209,69,94.24,105,2775
"Running Jump Shot",33.8713,-118.2018,0,"1999",18,1,"2PT Field Goal","ORL",15300,72,95.68,141,579
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","ORL",15300,72,95.68,44,676
"Jump Shot",33.9383,-118.1228,0,"1999",18,0,"2PT Field Goal","ORL",15300,72,95.68,689,751
"Jump Shot",33.7773,-118.2108,0,"1999",27,1,"3PT Field Goal","ORL",15300,72,95.68,655,785
"Jump Shot",33.9383,-118.3438,0,"1999",12,1,"2PT Field Goal","ORL",15300,72,95.68,629,811
"Driving Layup Shot",33.9913,-118.2598,0,"1999",5,0,"2PT Field Goal","ORL",15300,72,95.68,547,893
"Jump Shot",34.0453,-118.1228,0,"1999",14,0,"2PT Field Goal","ORL",15300,72,95.68,484,956
"Jump Shot",33.9103,-118.4108,0,"1999",19,0,"2PT Field Goal","ORL",15300,72,95.68,645,2235
"Jump Shot",33.8713,-118.1678,0,"1999",20,1,"2PT Field Goal","ORL",15300,72,95.68,414,2466
"Jump Shot",33.8283,-118.4318,0,"1999",27,1,"3PT Field Goal","ORL",15300,72,95.68,348,2532
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","WAS",16617,70,94.75,633,807
"Jump Shot",33.9033,-118.4038,0,"1999",19,0,"2PT Field Goal","WAS",16617,70,94.75,575,865
"Hook Shot",34.0363,-118.3738,0,"1999",10,0,"2PT Field Goal","WAS",16617,70,94.75,535,905
"Jump Shot",33.8783,-118.3658,0,"1999",19,0,"2PT Field Goal","WAS",16617,70,94.75,498,942
"Jump Shot",33.8783,-118.2818,0,"1999",16,0,"2PT Field Goal","WAS",16617,70,94.75,403,1037
"Jump Shot",33.8603,-118.2168,0,"1999",19,0,"2PT Field Goal","WAS",16617,70,94.75,267,1173
"Jump Shot",33.9913,-118.3738,0,"1999",11,0,"2PT Field Goal","WAS",16617,70,94.75,337,1823
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","WAS",16617,70,94.75,177,1983
"Jump Shot",33.9253,-118.1378,0,"1999",17,0,"2PT Field Goal","WAS",16617,70,94.75,42,2118
"Jump Shot",33.6803,-118.3588,0,"1999",37,0,"3PT Field Goal","WAS",16617,70,94.75,0,2160
"Running Jump Shot",34.0363,-118.4038,0,"1999",13,1,"2PT Field Goal","WAS",16617,70,94.75,220,2660
"Running Jump Shot",33.9593,-118.4388,0,"1999",18,1,"2PT Field Goal","WAS",16617,70,94.75,152,2728
"Jump Shot",33.9683,-118.4108,0,"1999",16,0,"2PT Field Goal","SAC",16886,69,99.67,632,88
"Jump Shot",33.9813,-118.1008,0,"1999",18,0,"2PT Field Goal","SAC",16886,69,99.67,502,218
"Jump Shot",33.9233,-118.4168,0,"1999",19,0,"2PT Field Goal","SAC",16886,69,99.67,437,283
"Jump Shot",34.0453,-118.3828,0,"1999",11,1,"2PT Field Goal","SAC",16886,69,99.67,321,399
"Driving Dunk Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","SAC",16886,69,99.67,340,1100
"Jump Shot",33.9853,-118.0948,0,"1999",18,1,"2PT Field Goal","SAC",16886,69,99.67,232,1208
"Jump Shot",34.0063,-118.4258,0,"1999",16,0,"2PT Field Goal","SAC",16886,69,99.67,143,1297
"Jump Shot",33.9963,-118.2598,0,"1999",4,1,"2PT Field Goal","SAC",16886,69,99.67,119,1321
"Driving Layup Shot",34.0023,-118.2818,0,"1999",4,1,"2PT Field Goal","SAC",16886,69,99.67,64,1376
"Jump Shot",33.9103,-118.3888,0,"1999",17,1,"2PT Field Goal","SAC",16886,69,99.67,384,1776
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","SAC",16886,69,99.67,276,1884
"Jump Shot",33.9103,-118.1808,0,"1999",16,1,"2PT Field Goal","SAC",16886,69,99.67,339,2541
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","SAC",16886,69,99.67,291,2589
"Jump Shot",33.9403,-118.1738,0,"1999",14,1,"2PT Field Goal","SAC",16886,69,99.67,256,2624
"Jump Shot",33.8023,-118.2688,0,"1999",24,0,"3PT Field Goal","SAC",16886,69,99.67,35,2845
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","SAC",16886,69,99.67,19,2861
"Layup Shot",34.0473,-118.2838,0,"1999",1,1,"2PT Field Goal","VAN",18027,70,95.41,455,265
"Jump Shot",33.9663,-118.2368,0,"1999",8,0,"2PT Field Goal","VAN",18027,70,95.41,344,376
"Layup Shot",34.0283,-118.2708,0,"1999",1,1,"2PT Field Goal","VAN",18027,70,95.41,632,808
"Jump Shot",33.8583,-118.2708,0,"1999",18,1,"2PT Field Goal","VAN",18027,70,95.41,499,1661
"Running Jump Shot",34.0043,-118.2838,0,"1999",4,1,"2PT Field Goal","VAN",18027,70,95.41,448,1712
"Jump Shot",34.0393,-118.1918,0,"1999",7,0,"2PT Field Goal","VAN",18027,70,95.41,284,1876
"Layup Shot",34.0173,-118.2648,0,"1999",2,0,"2PT Field Goal","VAN",18027,70,95.41,122,2038
"Tip Shot",34.0543,-118.2708,0,"1999",1,1,"2PT Field Goal","VAN",18027,70,95.41,121,2039
"Jump Shot",33.8283,-118.3308,0,"1999",22,0,"2PT Field Goal","DET",13933,68,94.45,579,141
"Jump Shot",34.0473,-118.1468,0,"1999",12,0,"2PT Field Goal","DET",13933,68,94.45,460,260
"Running Jump Shot",33.8393,-118.2948,0,"1999",20,1,"2PT Field Goal","DET",13933,68,94.45,243,477
"Driving Dunk Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","DET",13933,68,94.45,140,580
"Jump Shot",34.0713,-118.4038,0,"1999",13,0,"2PT Field Goal","DET",13933,68,94.45,571,869
"Jump Shot",33.9683,-118.2728,0,"1999",7,0,"2PT Field Goal","DET",13933,68,94.45,548,892
"Jump Shot",33.8053,-118.1588,0,"1999",26,0,"3PT Field Goal","DET",13933,68,94.45,193,1247
"Jump Shot",34.0233,-118.2108,0,"1999",6,1,"2PT Field Goal","DET",13933,68,94.45,137,1303
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","DET",13933,68,94.45,39,1401
"Running Jump Shot",33.8733,-118.2538,0,"1999",17,1,"2PT Field Goal","DET",13933,68,94.45,27,1413
"Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","DET",13933,68,94.45,527,1633
"Jump Shot",33.9783,-118.1228,0,"1999",16,0,"2PT Field Goal","DET",13933,68,94.45,224,1936
"Jump Shot",33.9723,-118.3308,0,"1999",9,0,"2PT Field Goal","DET",13933,68,94.45,118,2042
"Jump Shot",34.0393,-118.4038,0,"1999",13,0,"2PT Field Goal","DET",13933,68,94.45,699,2181
"Jump Shot",33.9013,-118.4168,0,"1999",20,1,"2PT Field Goal","DET",13933,68,94.45,571,2309
"Jump Shot",33.9013,-118.4108,0,"1999",20,0,"2PT Field Goal","DET",13933,68,94.45,542,2338
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","LAC",14944,65,94.66,697,23
"Jump Shot",33.9553,-118.3008,0,"1999",9,0,"2PT Field Goal","LAC",14944,65,94.66,570,150
"Running Jump Shot",34.0393,-118.4258,0,"1999",15,1,"2PT Field Goal","LAC",14944,65,94.66,202,518
"Jump Shot",33.9683,-118.2538,0,"1999",7,0,"2PT Field Goal","LAC",14944,65,94.66,134,586
"Driving Dunk Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","LAC",14944,65,94.66,71,649
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","LAC",14944,65,94.66,43,677
"Jump Shot",33.8783,-118.1808,0,"1999",18,1,"2PT Field Goal","LAC",14944,65,94.66,373,1067
"Jump Shot",33.9443,-118.1158,0,"1999",18,0,"2PT Field Goal","LAC",14944,65,94.66,286,1154
"Jump Shot",33.8283,-118.1468,0,"1999",24,0,"3PT Field Goal","LAC",14944,65,94.66,70,1370
"Jump Shot",33.8393,-118.2818,0,"1999",20,0,"2PT Field Goal","LAC",14944,65,94.66,208,1952
"Jump Shot",33.9203,-118.4488,0,"1999",21,1,"2PT Field Goal","ATL",15768,67,93.45,579,141
"Jump Shot",33.9553,-118.2218,0,"1999",10,1,"2PT Field Goal","ATL",15768,67,93.45,404,316
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","ATL",15768,67,93.45,275,445
"Dunk Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","ATL",15768,67,93.45,602,838
"Jump Shot",33.9203,-118.2708,0,"1999",12,0,"2PT Field Goal","ATL",15768,67,93.45,454,986
"Jump Shot",33.8173,-118.2928,0,"1999",22,1,"2PT Field Goal","ATL",15768,67,93.45,3,1437
"Dunk Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","ATL",15768,67,93.45,589,1571
"Jump Shot",34.0133,-118.1008,0,"1999",17,0,"2PT Field Goal","ATL",15768,67,93.45,470,1690
"Jump Shot",33.9143,-118.4278,0,"1999",20,0,"2PT Field Goal","ATL",15768,67,93.45,323,1837
"Jump Shot",34.0173,-118.0948,0,"1999",17,0,"2PT Field Goal","ATL",15768,67,93.45,266,1894
"Jump Shot",33.9103,-118.3658,0,"1999",16,1,"2PT Field Goal","ATL",15768,67,93.45,55,2105
"Jump Shot",33.8223,-118.1528,0,"1999",25,0,"3PT Field Goal","ATL",15768,67,93.45,34,2126
"Jump Shot",33.8693,-118.2578,0,"1999",17,0,"2PT Field Goal","ATL",15768,67,93.45,354,2526
"Jump Shot",33.8863,-118.2578,0,"1999",15,1,"2PT Field Goal","ATL",15768,67,93.45,263,2617
"Jump Shot",33.9383,-118.4598,0,"1999",21,0,"2PT Field Goal","MIN",13826,67,93.38,631,89
"Running Jump Shot",33.9873,-118.2648,0,"1999",5,1,"2PT Field Goal","MIN",13826,67,93.38,607,113
"Jump Shot",33.7983,-118.2708,0,"1999",24,0,"3PT Field Goal","MIN",13826,67,93.38,435,285
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","MIN",13826,67,93.38,346,374
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","MIN",13826,67,93.38,219,501
"Jump Shot",33.9103,-118.4088,0,"1999",19,1,"2PT Field Goal","MIN",13826,67,93.38,141,579
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","MIN",13826,67,93.38,627,813
"Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","MIN",13826,67,93.38,509,931
"Tip Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","MIN",13826,67,93.38,507,933
"Jump Shot",33.8933,-118.1488,0,"1999",19,0,"2PT Field Goal","MIN",13826,67,93.38,115,1325
"Jump Shot",34.0043,-118.3868,0,"1999",12,0,"2PT Field Goal","MIN",13826,67,93.38,9,1431
"Jump Shot",34.0753,-118.4968,0,"1999",22,0,"3PT Field Goal","MIN",13826,67,93.38,5,1435
"Running Jump Shot",34.0323,-118.3738,0,"1999",10,1,"2PT Field Goal","MIN",13826,67,93.38,512,1648
"Running Jump Shot",33.9913,-118.2108,0,"1999",7,0,"2PT Field Goal","MIN",13826,67,93.38,421,1739
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","MIN",13826,67,93.38,278,1882
"Jump Shot",33.9443,-118.1998,0,"1999",12,0,"2PT Field Goal","MIN",13826,67,93.38,218,1942
"Jump Shot",34.0043,-118.3078,0,"1999",5,1,"2PT Field Goal","MIN",13826,67,93.38,176,2704
"Jump Shot",34.0113,-118.2428,0,"1999",4,0,"2PT Field Goal","MIN",13826,67,93.38,135,2745
"Jump Shot",33.8203,-118.2778,0,"1999",22,0,"2PT Field Goal","MIN",13826,67,93.38,30,2850
"Jump Shot",33.9143,-118.1378,0,"1999",18,1,"2PT Field Goal","TOR",14946,70,93.79,637,83
"Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","TOR",14946,70,93.79,441,279
"Jump Shot",33.8993,-118.4038,0,"1999",19,0,"2PT Field Goal","TOR",14946,70,93.79,409,311
"Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","TOR",14946,70,93.79,399,321
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","TOR",14946,70,93.79,337,383
"Jump Shot",34.0173,-118.4038,0,"1999",13,0,"2PT Field Goal","TOR",14946,70,93.79,242,478
"Jump Shot",34.0113,-118.1008,0,"1999",17,0,"2PT Field Goal","TOR",14946,70,93.79,88,632
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","TOR",14946,70,93.79,367,1073
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","TOR",14946,70,93.79,183,1257
"Jump Shot",33.9983,-118.1588,0,"1999",12,1,"2PT Field Goal","TOR",14946,70,93.79,116,1324
"Jump Shot",33.9833,-118.2818,0,"1999",6,1,"2PT Field Goal","TOR",14946,70,93.79,21,1419
"Jump Shot",33.8713,-118.1888,0,"1999",19,0,"2PT Field Goal","TOR",14946,70,93.79,569,1591
"Running Jump Shot",34.0113,-118.1808,0,"1999",9,0,"2PT Field Goal","TOR",14946,70,93.79,250,1910
"Jump Shot",33.9443,-118.2948,0,"1999",10,1,"2PT Field Goal","TOR",14946,70,93.79,98,2062
"Jump Shot",34.0113,-118.3588,0,"1999",9,0,"2PT Field Goal","TOR",14946,70,93.79,338,2542
"Jump Shot",33.9833,-118.2598,0,"1999",6,0,"2PT Field Goal","TOR",14946,70,93.79,290,2590
"Running Jump Shot",33.9933,-118.2688,0,"1999",5,0,"2PT Field Goal","TOR",14946,70,93.79,97,2783
"Jump Shot",33.9723,-118.3658,0,"1999",12,1,"2PT Field Goal","TOR",14946,70,93.79,68,2812
"Driving Layup Shot",34.0323,-118.2708,0,"1999",1,1,"2PT Field Goal","BOS",14206,70,95.18,630,90
"Jump Shot",33.8583,-118.1638,0,"1999",21,0,"2PT Field Goal","BOS",14206,70,95.18,389,331
"Jump Shot",34.0323,-118.1228,0,"1999",14,1,"2PT Field Goal","BOS",14206,70,95.18,102,618
"Jump Shot",33.9313,-118.1138,0,"1999",19,0,"2PT Field Goal","BOS",14206,70,95.18,68,652
"Jump Shot",33.8153,-118.1378,0,"1999",26,1,"3PT Field Goal","BOS",14206,70,95.18,7,713
"Jump Shot",33.9533,-118.3178,0,"1999",10,1,"2PT Field Goal","BOS",14206,70,95.18,615,825
"Jump Shot",33.9893,-118.3788,0,"1999",12,0,"2PT Field Goal","BOS",14206,70,95.18,663,1497
"Jump Shot",33.9613,-118.4358,0,"1999",18,0,"2PT Field Goal","BOS",14206,70,95.18,546,1614
"Slam Dunk Shot",34.0413,-118.2468,0,"1999",2,1,"2PT Field Goal","BOS",14206,70,95.18,233,1927
"Running Jump Shot",34.0043,-118.3118,0,"1999",5,1,"2PT Field Goal","BOS",14206,70,95.18,194,1966
"Jump Shot",33.8673,-118.2948,0,"1999",17,0,"2PT Field Goal","BOS",14206,70,95.18,170,1990
"Jump Shot",33.8583,-118.1808,0,"1999",20,0,"2PT Field Goal","BOS",14206,70,95.18,139,2021
"Jump Shot",33.9743,-118.4108,0,"1999",15,1,"2PT Field Goal","BOS",14206,70,95.18,701,2179
"Driving Layup Shot",34.0323,-118.2798,0,"1999",1,0,"2PT Field Goal","BOS",14206,70,95.18,508,2372
"Jump Shot",33.9383,-118.2218,0,"1999",11,0,"2PT Field Goal","BOS",14206,70,95.18,452,2428
"Layup Shot",34.0043,-118.2878,0,"1999",4,1,"2PT Field Goal","BOS",14206,70,95.18,395,2485
"Jump Shot",34.0113,-118.2038,0,"1999",7,1,"2PT Field Goal","BOS",14206,70,95.18,335,2545
"Jump Shot",34.0283,-118.3958,0,"1999",12,0,"2PT Field Goal","SAS",12406,73,94.52,560,160
"Jump Shot",34.0283,-118.3438,0,"1999",7,0,"2PT Field Goal","SAS",12406,73,94.52,529,191
"Jump Shot",33.6543,-118.1318,0,"1999",41,0,"3PT Field Goal","SAS",12406,73,94.52,0,720
"Layup Shot",34.0283,-118.2388,0,"1999",3,1,"2PT Field Goal","SAS",12406,73,94.52,651,789
"Jump Shot",33.9053,-118.2298,0,"1999",14,0,"2PT Field Goal","SAS",12406,73,94.52,549,891
"Jump Shot",34.0473,-118.1318,0,"1999",13,0,"2PT Field Goal","SAS",12406,73,94.52,448,992
"Jump Shot",34.0233,-118.3528,0,"1999",8,1,"2PT Field Goal","SAS",12406,73,94.52,145,1295
"Jump Shot",34.0443,-118.1158,0,"1999",15,0,"2PT Field Goal","SAS",12406,73,94.52,683,1477
"Jump Shot",34.0543,-118.3828,0,"1999",11,0,"2PT Field Goal","SAS",12406,73,94.52,652,1508
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","SAS",12406,73,94.52,536,1624
"Jump Shot",34.0113,-118.3008,0,"1999",4,0,"2PT Field Goal","SAS",12406,73,94.52,383,1777
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","SAS",12406,73,94.52,286,1874
"Driving Layup Shot",34.0233,-118.3158,0,"1999",5,0,"2PT Field Goal","SAS",12406,73,94.52,620,2260
"Running Jump Shot",33.9783,-118.2728,0,"1999",6,0,"2PT Field Goal","SAS",12406,73,94.52,560,2320
"Driving Layup Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","SAS",12406,73,94.52,423,2457
"Jump Shot",34.0283,-118.3588,0,"1999",9,0,"2PT Field Goal","SAS",12406,73,94.52,352,2528
"Slam Dunk Shot",34.0443,-118.2698,0,"1999",0,1,"2PT Field Goal","SAS",12406,73,94.52,311,2569
"Jump Shot",33.9513,-118.1808,0,"1999",12,1,"2PT Field Goal","SAS",12406,73,94.52,71,2809
"Jump Shot",33.8503,-118.3978,0,"1999",23,1,"2PT Field Goal","DAL",14834,70,91.83,620,100
"Jump Shot",33.9293,-118.3758,0,"1999",15,0,"2PT Field Goal","DAL",14834,70,91.83,54,666
"Jump Shot",33.8153,-118.1488,0,"1999",25,1,"3PT Field Goal","DAL",14834,70,91.83,27,693
"Jump Shot",33.9683,-118.3458,0,"1999",10,0,"2PT Field Goal","DAL",14834,70,91.83,567,873
"Jump Shot",33.9443,-118.2278,0,"1999",10,1,"2PT Field Goal","DAL",14834,70,91.83,441,999
"Jump Shot",33.9443,-118.2558,0,"1999",10,0,"2PT Field Goal","DAL",14834,70,91.83,35,1405
"Jump Shot",33.9403,-118.3678,0,"1999",14,1,"2PT Field Goal","DAL",14834,70,91.83,517,1643
"Layup Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","DAL",14834,70,91.83,414,1746
"Tip Shot",34.0443,-118.2698,0,"1999",0,0,"2PT Field Goal","DAL",14834,70,91.83,411,1749
"Jump Shot",33.9613,-118.1918,0,"1999",11,0,"2PT Field Goal","DAL",14834,70,91.83,7,2153
"Jump Shot",33.9163,-118.1618,0,"1999",16,1,"2PT Field Goal","DAL",14834,70,91.83,672,2208
