action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,rannum,action_type_int,combined_shot_type_int,shot_type_int,shot_zone_are_int,shot_zone_basic_int,shot_zone_range_int,opponent_int,time_remaining_period,game_time,log_lat,log_shot_distance,log_loc_y,season,Obs,shot_not_made_probability,shot_made_probability,_INTO_
Running Jump Shot,Jump Shot,251,40800224,33.9693,26,75,-118.2438,7,3,1,24,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,5/10/2009,LAL @ HOU,HOU,28706,14662,66,96.01,28702,41,4,1,2,3,5,11,444,1716,3.5254571755,1.946052996,4.7874917428,2008,24032,0.4887977589,0.5112022411,1
Jump Shot,Jump Shot,307,40800224,33.8193,141,225,-118.1288,2,3,1,29,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/10/2009,LAL @ HOU,HOU,28708,14662,66,96.01,28704,26,4,2,5,1,2,11,149,2011,3.5210316454,3.2581349988,5.598421959,2008,24034,0.6663438125,0.3336561875,0
Driving Layup Shot,Layup,70,40800225,34.0443,0,0,-118.2698,5,1,1,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28711,15399,69,97.49,28709,12,5,1,2,6,5,11,339,381,3.5276626177,-6.907755279,3.8066624898,2008,24036,0.3391293869,0.6608706131,1
Pullup Jump shot,Jump Shot,91,40800225,33.8983,69,146,-118.2008,2,1,1,25,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28714,15399,69,97.49,28711,29,4,1,5,5,1,11,145,575,3.5233648656,2.7726512203,5.252273428,2008,24038,0.564022778,0.435977222,0
Jump Shot,Jump Shot,188,40800225,33.8483,-53,196,-118.3228,6,2,1,3,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28716,15399,69,97.49,28713,26,4,1,2,5,1,11,363,1077,3.5218887765,2.9957822723,5.4847969335,2008,24040,0.5910522646,0.4089477354,0
Pullup Jump shot,Jump Shot,233,40800225,33.8053,75,239,-118.1948,1,2,1,37,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28720,15399,69,97.49,28715,29,4,2,2,1,2,11,97,1343,3.5206175949,3.2189158241,5.6489742382,2008,24042,0.6391739144,0.3608260856,0
Jump Shot,Jump Shot,256,40800225,34.0303,-119,14,-118.3888,0,2,1,2,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28722,15399,69,97.49,28717,26,4,1,4,5,3,11,2,1438,3.5272513042,2.3979861778,4.0775374439,2008,24044,0.5777091176,0.4222908824,0
Jump Shot,Jump Shot,283,40800225,33.9253,-43,119,-118.3128,8,3,1,59,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28724,15399,69,97.49,28719,26,4,1,2,3,3,11,539,1621,3.5241610487,2.4849899796,5.0998664278,2008,24046,0.5005159739,0.4994840261,0
Jump Shot,Jump Shot,348,40800225,33.8743,-57,170,-118.3268,4,3,1,28,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/12/2009,LAL vs. HOU,HOU,28726,15399,69,97.49,28721,26,4,1,3,5,1,11,268,1892,3.5226566148,2.8332721659,5.3706380281,2008,24048,0.573309177,0.426690823,0
Running Jump Shot,Jump Shot,18,40800226,33.9473,-62,97,-118.3318,9,1,1,45,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28729,13944,67,93.49,28728,41,4,1,4,3,3,11,585,135,3.5248093221,2.3979861778,4.9558270576,2008,24050,0.4943824763,0.5056175237,1
Jump Shot,Jump Shot,66,40800226,33.8353,80,209,-118.1898,4,1,1,30,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28733,13944,67,93.49,28730,26,4,1,5,5,1,11,270,450,3.5215046362,3.0910879069,5.537334267,2008,24052,0.6063807494,0.3936192506,0
Driving Layup Shot,Layup,78,40800226,34.0443,0,0,-118.2698,2,1,1,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28735,13944,67,93.49,28732,12,5,1,2,6,5,11,151,569,3.5276626177,-6.907755279,3.8066624898,2008,24054,0.3727948198,0.6272051802,1
Jump Shot,Jump Shot,110,40800226,34.0163,179,28,-118.0908,10,2,1,31,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28737,13944,67,93.49,28734,26,4,1,6,5,1,11,631,809,3.5268398215,2.8904273119,4.2904594411,2008,24056,0.5562673671,0.4437326329,0
Jump Shot,Jump Shot,162,40800226,33.9263,106,118,-118.1638,5,2,1,37,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28739,13944,67,93.49,28736,26,4,1,6,5,3,11,337,1103,3.5241905248,2.7081168655,5.0937502008,2008,24058,0.5437990605,0.4562009395,0
Driving Dunk Shot,Dunk,245,40800226,34.0443,0,0,-118.2698,0,2,1,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28742,13944,67,93.49,28738,5,2,1,2,6,5,11,26,1414,3.5276626177,-6.907755279,3.8066624898,2008,24060,0.3942125418,0.6057874582,1
Turnaround Jump Sho,Jump Shot,278,40800226,33.9723,-234,72,-118.5038,8,3,1,30,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28744,13944,67,93.49,28740,55,4,2,4,4,2,11,510,1650,3.5255454867,3.1780954961,4.7621739348,2008,24062,0.5640868567,0.4359131433,0
Pullup Jump shot,Jump Shot,313,40800226,33.9283,144,116,-118.1258,5,3,1,2,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28746,13944,67,93.49,28742,29,4,1,5,5,1,11,302,1858,3.5242494744,2.8904273119,5.081404365,2008,24064,0.5790093339,0.4209906661,0
Pullup Jump shot,Jump Shot,402,40800226,33.9283,92,116,-118.1778,6,4,1,40,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28749,13944,67,93.49,28744,29,4,1,6,5,3,11,400,2480,3.5242494744,2.6391287556,5.081404365,2008,24066,0.5317357872,0.4682642128,0
Jump Shot,Jump Shot,427,40800226,33.7983,12,246,-118.2578,3,4,1,30,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28751,13944,67,93.49,28746,26,4,2,2,1,2,11,210,2670,3.5204105054,3.1780954961,5.6733232672,2008,24068,0.663715004,0.336284996,0
Jump Shot,Jump Shot,449,40800226,33.7923,-65,252,-118.3348,2,4,1,2,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/14/2009,LAL @ HOU,HOU,28754,13944,67,93.49,28748,26,4,2,2,1,2,11,122,2758,3.5202329659,3.2581349988,5.6937321388,2008,24070,0.6867950007,0.3132049993,0
Driving Layup Shot,Layup,14,40800227,34.0443,0,0,-118.2698,10,1,1,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/17/2009,LAL vs. HOU,HOU,28756,15330,67,96.14,28755,12,5,1,2,6,5,11,645,75,3.5276626177,-6.907755279,3.8066624898,2008,24072,0.3381337771,0.6618662229,1
Jump Shot,Jump Shot,163,40800227,33.9023,-112,142,-118.3818,6,2,1,52,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/17/2009,LAL vs. HOU,HOU,28759,15330,67,96.14,28757,26,4,1,3,5,1,11,412,1028,3.5234828587,2.8904273119,5.2311086169,2008,24074,0.5696793644,0.4303206356,0
Layup Shot,Layup,208,40800227,34.0443,0,0,-118.2698,3,2,1,32,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/17/2009,LAL vs. HOU,HOU,28761,15330,67,96.14,28759,27,5,1,2,6,5,11,212,1228,3.5276626177,-6.907755279,3.8066624898,2008,24076,0.3444008701,0.6555991299,1
Jump Shot,Jump Shot,258,40800227,33.7723,50,272,-118.2198,10,3,1,8,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/17/2009,LAL vs. HOU,HOU,28763,15330,67,96.14,28761,26,4,2,2,1,2,11,608,1552,3.5196409399,3.2958739024,5.7589017739,2008,24078,0.6618255546,0.3381744454,0
Jump Shot,Jump Shot,14,40800311,33.9803,-52,64,-118.3218,10,1,1,25,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28767,16313,73,94.73,28766,26,4,1,4,3,3,8,625,95,3.5257809449,2.0795665339,4.6913478822,2008,24080,0.4595903058,0.5404096942,1
Layup Shot,Layup,34,40800311,34.0443,0,0,-118.2698,8,1,1,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28769,16313,73,94.73,28768,27,5,1,2,6,5,8,490,230,3.5276626177,-6.907755279,3.8066624898,2008,24082,0.286297994,0.713702006,1
Turnaround Jump Sho,Jump Shot,83,40800311,34.0433,133,1,-118.1368,2,1,1,10,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28773,16313,73,94.73,28770,55,4,1,6,5,3,8,130,590,3.5276332438,2.5650262776,3.8286413965,2008,24084,0.483032429,0.516967571,1
Jump Shot,Jump Shot,171,40800311,33.9393,-54,105,-118.3238,7,2,1,44,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28775,16313,73,94.73,28772,26,4,1,2,3,3,8,464,976,3.524573635,2.3979861778,5.0106352941,2008,24086,0.469428864,0.530571136,1
Jump Shot,Jump Shot,216,40800311,34.0443,160,0,-118.1098,4,2,1,43,16,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28777,16313,73,94.73,28774,26,4,1,6,5,3,8,283,1157,3.5276626177,2.7726512203,3.8066624898,2008,24088,0.5142118358,0.4857881642,0
Jump Shot,Jump Shot,244,40800311,33.8523,-185,192,-118.4548,3,2,1,15,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28779,16313,73,94.73,28776,26,4,2,3,1,2,8,195,1245,3.5220069439,3.2581349988,5.4680601411,2008,24090,0.6048538868,0.3951461132,0
Layup Shot,Layup,256,40800311,34.0443,0,0,-118.2698,2,2,1,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28781,16313,73,94.73,28778,27,5,1,2,6,5,8,123,1317,3.5276626177,-6.907755279,3.8066624898,2008,24092,0.3084463225,0.6915536775,1
Driving Dunk Shot,Dunk,314,40800311,34.0443,0,0,-118.2698,11,3,1,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28784,16313,73,94.73,28780,5,2,1,2,6,5,8,665,1495,3.5276626177,-6.907755279,3.8066624898,2008,24094,0.3116272867,0.6883727133,1
Turnaround Bank sho,Bank Shot,373,40800311,34.0003,-24,44,-118.2938,4,3,1,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28787,16313,73,94.73,28782,51,1,1,2,3,5,8,241,1919,3.5263693481,1.6096378924,4.4886363697,2008,24096,0.4231116567,0.5768883433,1
Jump Shot,Jump Shot,412,40800311,33.8683,86,176,-118.1838,0,3,1,43,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28789,16313,73,94.73,28784,26,4,1,5,5,1,8,43,2117,3.5224794737,2.9444916094,5.3981627015,2008,24098,0.5405826647,0.4594173353,0
Layup Shot,Layup,475,40800311,34.0443,0,0,-118.2698,6,4,1,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28791,16313,73,94.73,28786,27,5,1,2,6,5,8,408,2472,3.5276626177,-6.907755279,3.8066624898,2008,24100,0.2759916849,0.7240083151,1
Jump Shot,Jump Shot,525,40800311,33.8463,47,198,-118.2228,3,4,1,12,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/19/2009,LAL vs. DEN,DEN,28793,16313,73,94.73,28788,26,4,1,2,5,1,8,192,2688,3.5218296876,2.9957822723,5.4930614433,2008,24102,0.5559787505,0.4440212495,0
Jump Shot,Jump Shot,12,40800312,33.8853,-93,159,-118.3628,9,1,1,27,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28795,15583,71,96.34,28794,26,4,1,3,5,1,8,567,153,3.522981292,2.8904273119,5.3181199938,2008,24104,0.5367337251,0.4632662749,0
Layup Shot,Layup,67,40800312,34.0443,0,0,-118.2698,5,1,1,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28798,15583,71,96.34,28796,27,5,1,2,6,5,8,323,397,3.5276626177,-6.907755279,3.8066624898,2008,24106,0.3075797531,0.6924202469,1
Layup Shot,Layup,124,40800312,34.0443,0,0,-118.2698,0,1,1,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28801,15583,71,96.34,28798,27,5,1,2,6,5,8,42,678,3.5276626177,-6.907755279,3.8066624898,2008,24108,0.3151273363,0.6848726637,1
Fadeaway Jump Shot,Jump Shot,247,40800312,34.0413,-120,3,-118.3898,2,2,1,8,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28803,15583,71,96.34,28800,17,4,1,4,5,3,8,128,1312,3.5275744933,2.4849899796,3.8712010109,2008,24110,0.577575099,0.422424901,0
Jump Shot,Jump Shot,300,40800312,33.9963,9,48,-118.2608,9,3,1,13,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28805,15583,71,96.34,28802,26,4,1,2,3,5,8,553,1607,3.5262516952,1.3865443299,4.5325994932,2008,24112,0.4548584765,0.5451415235,1
Jump Shot,Jump Shot,421,40800312,33.8363,-98,208,-118.3678,0,3,1,17,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28809,15583,71,96.34,28804,26,4,1,3,5,1,8,17,2143,3.5215341907,3.0910879069,5.5333894887,2008,24114,0.5965091609,0.4034908391,0
Jump Shot,Jump Shot,469,40800312,33.8553,-161,189,-118.4308,8,4,1,43,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28811,15583,71,96.34,28806,26,4,2,3,1,2,8,523,2357,3.5220955602,3.1780954961,5.4553211154,2008,24116,0.5886913585,0.4113086415,0
Jump Shot,Jump Shot,549,40800312,33.8003,106,244,-118.1638,1,4,1,59,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/21/2009,LAL vs. DEN,DEN,28813,15583,71,96.34,28808,26,4,2,5,1,2,8,119,2761,3.5204696782,3.2581349988,5.6664266881,2008,24118,0.6179203481,0.3820796519,0
Driving Layup Shot,Layup,49,40800313,34.0443,0,0,-118.2698,7,1,1,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28816,14647,71,92.82,28814,12,5,1,2,6,5,8,438,282,3.5276626177,-6.907755279,3.8066624898,2008,24120,0.3263094925,0.6736905075,1
Turnaround Fadeaway,Jump Shot,193,40800313,34.0163,179,28,-118.0908,8,2,1,2,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28819,14647,71,92.82,28816,52,4,1,6,5,1,8,482,958,3.5268398215,2.8904273119,4.2904594411,2008,24122,0.4944459007,0.5055540993,1
Reverse Layup Shot,Layup,223,40800313,34.0443,0,0,-118.2698,5,2,1,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28821,14647,71,92.82,28818,34,5,1,2,6,5,8,324,1116,3.5276626177,-6.907755279,3.8066624898,2008,24124,0.2966814906,0.7033185094,1
Layup Shot,Layup,271,40800313,34.0443,0,0,-118.2698,1,2,1,12,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28825,14647,71,92.82,28820,27,5,1,2,6,5,8,72,1368,3.5276626177,-6.907755279,3.8066624898,2008,24126,0.32580788,0.67419212,1
Jump Shot,Jump Shot,300,40800313,33.9423,149,102,-118.1208,11,3,1,2,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28827,14647,71,92.82,28822,26,4,1,6,5,1,8,662,1498,3.5246620242,2.8904273119,4.9904325868,2008,24128,0.5208491223,0.4791508777,0
Jump Shot,Jump Shot,323,40800313,33.9783,28,66,-118.2418,9,3,1,3,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28829,14647,71,92.82,28824,26,4,1,2,3,5,8,543,1617,3.5257220856,1.946052996,4.7095302013,2008,24130,0.4697486319,0.5302513681,1
Jump Shot,Jump Shot,383,40800313,33.9133,140,131,-118.1298,3,3,1,49,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28832,14647,71,92.82,28826,26,4,1,5,5,1,8,229,1931,3.5238072678,2.9444916094,5.170483995,2008,24132,0.5325732923,0.4674267077,0
Jump Shot,Jump Shot,506,40800313,33.8493,160,195,-118.1098,5,4,1,31,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28835,14647,71,92.82,28828,26,4,2,5,1,2,8,331,2549,3.5219183197,3.2189158241,5.4806389233,2008,24134,0.5964853535,0.4035146465,0
Jump Shot,Jump Shot,533,40800313,33.8393,105,205,-118.1648,2,4,1,30,23,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/23/2009,LAL @ DEN,DEN,28837,14647,71,92.82,28830,26,4,1,5,5,1,8,150,2730,3.5216228489,3.1355376932,5.5214609179,2008,24136,0.5744586004,0.4255413996,0
Jump Shot,Jump Shot,56,40800314,33.8083,108,236,-118.1618,6,1,1,6,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28839,14677,67,90.97,28838,26,4,2,5,1,2,8,366,354,3.5207063345,3.2189158241,5.6383546693,2008,24138,0.6613810111,0.3386189889,0
Jump Shot,Jump Shot,132,40800314,33.8633,125,181,-118.1448,0,1,1,32,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28842,14677,67,90.97,28840,26,4,1,5,5,1,8,32,688,3.5223318321,3.0445700556,5.4205349993,2008,24140,0.610382266,0.389617734,0
Jump Shot,Jump Shot,179,40800314,33.8573,173,187,-118.0968,8,2,1,15,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28844,14677,67,90.97,28842,26,4,2,5,1,2,8,495,945,3.5221546334,3.2189158241,5.4467373717,2008,24142,0.630608884,0.369391116,0
Fadeaway Jump Shot,Jump Shot,212,40800314,34.0073,163,37,-118.1068,5,2,1,48,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28846,14677,67,90.97,28844,17,4,1,6,5,1,8,348,1092,3.5265752075,2.7726512203,4.4067192473,2008,24144,0.5784913935,0.4215086065,0
Jump Shot,Jump Shot,249,40800314,34.0293,234,15,-118.0358,2,2,1,47,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28849,14677,67,90.97,28846,26,4,2,6,7,2,8,167,1273,3.5272219182,3.1355376932,4.0943445622,2008,24146,0.6287313981,0.3712686019,0
Jump Shot,Jump Shot,288,40800314,33.9173,-123,127,-118.3928,0,2,1,28,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28851,14677,67,90.97,28848,26,4,1,3,5,1,8,28,1412,3.5239252087,2.8332721659,5.1474944768,2008,24148,0.6029006618,0.3970993382,0
Jump Shot,Jump Shot,351,40800314,33.8843,140,160,-118.1298,7,3,1,8,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28853,14677,67,90.97,28850,26,4,1,5,5,1,8,428,1732,3.5229517803,3.0445700556,5.3230099791,2008,24150,0.5903401429,0.4096598571,0
Jump Shot,Jump Shot,414,40800314,33.7893,-40,255,-118.3098,0,3,1,52,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28855,14677,67,90.97,28852,26,4,2,2,1,2,8,52,2108,3.5201441843,3.2189158241,5.7037824747,2008,24152,0.6721415446,0.3278584554,0
Turnaround Jump Sho,Jump Shot,506,40800314,33.9913,124,53,-118.1458,6,4,1,24,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28857,14677,67,90.97,28854,55,4,1,6,5,3,8,384,2496,3.5261046095,2.5650262776,4.5849674787,2008,24154,0.4932106911,0.5067893089,1
Jump Shot,Jump Shot,525,40800314,33.9733,182,71,-118.0878,5,4,1,19,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28859,14677,67,90.97,28856,26,4,1,6,5,1,8,319,2561,3.525574922,2.9444916094,4.7535901911,2008,24156,0.574862498,0.425137502,0
Jump Shot,Jump Shot,534,40800314,33.7923,-52,252,-118.3218,4,4,1,5,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28861,14677,67,90.97,28858,26,4,2,2,1,2,8,245,2635,3.5202329659,3.2189158241,5.6937321388,2008,24158,0.6801644251,0.3198355749,0
Jump Shot,Jump Shot,585,40800314,33.7903,12,254,-118.2578,2,4,1,35,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/25/2009,LAL @ DEN,DEN,28863,14677,67,90.97,28860,26,4,2,2,1,2,8,155,2725,3.5201737791,3.2189158241,5.7004435734,2008,24160,0.6712603141,0.3287396859,0
Jump Shot,Jump Shot,20,40800315,33.9343,-191,110,-118.4608,8,1,1,51,22,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28865,14702,67,97.65,28864,26,4,1,4,5,1,8,531,189,3.5244263023,3.0910879069,5.0434251169,2008,24162,0.5671389575,0.4328610425,0
Layup Shot,Layup,267,40800315,34.0443,0,0,-118.2698,1,2,1,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28867,14702,67,97.65,28866,27,5,1,2,6,5,8,110,1330,3.5276626177,-6.907755279,3.8066624898,2008,24164,0.3452457814,0.6547542186,1
Alley Oop Dunk Shot,Dunk,309,40800315,34.0443,0,0,-118.2698,11,3,1,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28869,14702,67,97.65,28868,1,2,1,2,6,5,8,669,1491,3.5276626177,-6.907755279,3.8066624898,2008,24166,0.3728666331,0.6271333669,1
Jump Shot,Jump Shot,391,40800315,33.7723,18,272,-118.2518,2,3,1,38,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28871,14702,67,97.65,28870,26,4,2,2,1,2,8,158,2002,3.5196409399,3.2958739024,5.7589017739,2008,24168,0.6782310069,0.3217689931,0
Jump Shot,Jump Shot,422,40800315,33.9883,26,56,-118.2438,11,4,1,17,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28873,14702,67,97.65,28872,26,4,1,2,3,5,8,677,2203,3.5260163477,1.791926122,4.6151205168,2008,24170,0.4944473152,0.5055526848,1
Jump Shot,Jump Shot,488,40800315,33.8413,-166,203,-118.4358,4,4,1,54,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28875,14702,67,97.65,28874,26,4,2,3,1,2,8,294,2586,3.5216819501,3.2581349988,5.5134287462,2008,24172,0.6439948114,0.3560051886,0
