"action_type","combined_shot_type","game_event_id","game_id","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","team_id","team_name","game_date","matchup","opponent","shot_id","attendance","arena_temp","avgnoisedb","rannum","action_type_int","combined_shot_type_int","shot_type_int","shot_zone_are_int","shot_zone_basic_int","shot_zone_range_int","opponent_int","time_remaining_period","game_time","log_lat","log_shot_distance","log_loc_y"
"Jump Shot","Jump Shot",472,21500549,33.8153,99,229,-118.1708,3,4,0,"2015",31,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/8/2016","LAL vs. OKC","OKC",22324,15870,74,96.69,22325,26,4,2,5,1,2,22,211,2669,3.52091336279,3.17809549614658,5.605802066296
"Jump Shot","Jump Shot",546,21500549,34.0313,74,13,-118.1958,0,4,0,"2015",3,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/8/2016","LAL vs. OKC","OKC",22326,15870,74,96.69,22326,26,4,1,2,3,5,22,3,2877,3.52728068936999,1.94605299599506,4.02535169073515
"Jump Shot","Jump Shot",31,21500576,34.0263,228,18,-118.0418,8,1,0,"2015",2,22,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","1/12/2016","LAL vs. NOP","NOP",22327,14925,71,95.95,22333,26,4,2,6,7,2,20,482,238,3.52713375500824,3.09108790687074,4.11087386417331
"Jump Shot","Jump Shot",64,21500576,33.8413,-140,203,-118.4098,4,1,0,"2015",41,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/12/2016","LAL vs. NOP","NOP",22329,14925,71,95.95,22334,26,4,2,3,1,2,20,281,439,3.52168195007579,3.17809549614658,5.50533153593236
"Pullup Jump shot","Jump Shot",76,21500576,33.9183,56,126,-118.2138,3,1,0,"2015",35,13,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","1/12/2016","LAL vs. NOP","NOP",22331,14925,71,95.95,22335,29,4,1,2,3,3,20,215,505,3.52395469174323,2.56502627758003,5.12989871492307
"Driving Reverse Layup Shot","Layup",40,21500592,34.0233,-16,21,-118.2858,6,1,0,"2015",55,2,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/14/2016","LAL @ GSW","GSW",22340,13085,69,94.1,22348,13,5,1,2,6,5,10,415,305,3.52704558402702,0.693647055601596,4.15888308335967
"Fadeaway Bank shot","Jump Shot",61,21500592,34.0233,-120,21,-118.3898,5,1,0,"2015",11,12,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/14/2016","LAL @ GSW","GSW",22342,13085,69,94.1,22349,16,4,1,4,5,3,10,311,409,3.52704558402702,2.4849899796493,4.15888308335967
"Fadeaway Jump Shot","Jump Shot",318,21500592,34.0233,192,21,-118.0778,8,3,0,"2015",57,19,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/14/2016","LAL @ GSW","GSW",22347,13085,69,94.1,22350,17,4,1,6,5,1,10,537,1623,3.52704558402702,2.94449160936039,4.15888308335967
"Jump Shot","Jump Shot",2,21500608,33.9493,-201,95,-118.4708,11,1,0,"2015",43,22,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/16/2016","LAL @ UTA","UTA",22351,15758,71,96.25,22357,26,4,1,4,5,1,31,703,17,3.52486823523544,3.09108790687074,4.92725368515721
"Jump Shot","Jump Shot",190,21500608,33.9493,-227,95,-118.4968,5,2,0,"2015",23,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/16/2016","LAL @ UTA","UTA",22357,15758,71,96.25,22358,26,4,2,3,1,2,31,323,1117,3.52486823523544,3.17809549614658,4.92725368515721
"Jump Shot","Jump Shot",100,21500614,33.8563,-47,188,-118.3168,0,1,0,"2015",5,19,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/17/2016","LAL vs. HOU","HOU",22361,16896,70,94.43,22363,26,4,1,2,5,1,11,5,715,3.52212509725518,2.94449160936039,5.44241771052179
"Jump Shot","Jump Shot",258,21500638,33.9033,195,141,-118.0748,1,2,0,"2015",55,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/20/2016","LAL vs. SAC","SAC",22371,15695,69,100.03,22375,26,4,2,5,1,2,27,115,1325,3.52351235478142,3.17809549614658,5.21493575760899
"Layup Shot","Layup",298,21500638,34.0443,-19,0,-118.2888,0,2,0,"2015",0,1,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/20/2016","LAL vs. SAC","SAC",22373,15695,69,100.03,22376,27,5,1,2,6,5,27,0,1440,3.52766261770137,0.000999500333083423,3.76120011569356
"Fadeaway Jump Shot","Jump Shot",266,21500662,33.9003,-68,144,-118.3378,8,3,0,"2015",56,15,NA,"2PT Field Goal","Center(C)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/23/2016","LAL @ POR","POR",22391,15957,75,98.28,22394,17,4,1,2,5,3,26,536,1624,3.52342386390477,2.70811686554675,5.23110861685459
"Pullup Jump shot","Jump Shot",259,21500697,33.9033,81,141,-118.1888,8,3,0,"2015",37,16,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/28/2016","LAL vs. CHI","CHI",22404,14770,70,94.77,22407,29,4,1,5,5,1,5,517,1643,3.52351235478142,2.77265122028674,5.21493575760899
"Turnaround Bank shot","Bank Shot",28,21500720,33.9973,-81,47,-118.3508,9,1,0,"2015",12,9,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/31/2016","LAL vs. CHA","CHA",22409,14233,73,96.38,22424,51,1,1,4,5,3,4,552,168,3.52628110969817,2.19733568227495,4.49980967033027
"Jump Shot","Jump Shot",48,21500720,33.9083,159,136,-118.1108,6,1,0,"2015",12,20,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/31/2016","LAL vs. CHA","CHA",22411,14233,73,96.38,22425,26,4,1,5,5,1,4,372,348,3.52365982217664,2.99578227230403,5.18738580584075
"Pullup Jump shot","Jump Shot",56,21500734,33.8463,-150,198,-118.4198,5,1,0,"2015",31,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/2/2016","LAL vs. MIN","MIN",22428,16124,68,93.34,22443,29,4,2,3,1,2,17,331,389,3.52182968762326,3.17809549614658,5.48479693349065
"Running Pull-Up Jump Shot","Jump Shot",356,21500734,33.8693,-174,175,-118.4438,4,3,0,"2015",31,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/2/2016","LAL vs. MIN","MIN",22436,16124,68,93.34,22444,43,4,2,3,1,2,17,271,1889,3.52250899935895,3.17809549614658,5.38449506278909
"Running Jump Shot","Jump Shot",486,21500734,34.0113,10,33,-118.2598,3,4,0,"2015",10,3,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/2/2016","LAL vs. MIN","MIN",22444,16124,68,93.34,22445,41,4,1,2,6,5,17,190,2690,3.52669282234033,1.09894556645823,4.33073334028633
"Jump Shot","Jump Shot",506,21500734,33.8263,-25,218,-118.2948,1,4,0,"2015",34,21,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/2/2016","LAL vs. MIN","MIN",22445,16124,68,93.34,22446,26,4,1,2,5,1,17,94,2786,3.52123860642992,3.04457005563729,5.56452040732269
"Jump Shot","Jump Shot",47,21500747,33.8223,-113,222,-118.3828,7,1,0,"2015",16,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/4/2016","LAL @ NOP","NOP",22451,14205,68,96.62,22467,26,4,2,3,1,2,20,436,284,3.52112034825445,3.17809549614658,5.57972982598622
"Jump Shot","Jump Shot",458,21500747,33.9973,238,47,-118.0318,6,4,0,"2015",5,24,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","2/4/2016","LAL @ NOP","NOP",22463,14205,68,96.62,22468,26,4,2,6,7,2,20,365,2515,3.52628110969817,3.17809549614658,4.49980967033027
"Jump Shot","Jump Shot",464,21500747,33.8263,-147,218,-118.4168,5,4,0,"2015",32,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/4/2016","LAL @ NOP","NOP",22464,14205,68,96.62,22469,26,4,2,3,1,2,20,332,2548,3.52123860642992,3.25813499882032,5.56452040732269
"Putback Layup Shot","Layup",479,21500747,34.0453,5,-1,-118.2648,4,4,0,"2015",11,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/4/2016","LAL @ NOP","NOP",22467,14205,68,96.62,22470,31,5,1,2,6,5,20,251,2629,3.52769199076275,-6.90775527898214,3.73766961828337
"Jump Shot","Jump Shot",12,21500767,33.9593,145,85,-118.1248,10,1,0,"2015",23,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/6/2016","LAL @ SAS","SAS",22472,14354,71,90.72,22496,26,4,1,6,5,1,28,623,97,3.52516274874543,2.77265122028674,4.85203026391962
"Finger Roll Layup Shot","Layup",312,21500767,34.0413,-2,3,-118.2718,8,3,0,"2015",12,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/6/2016","LAL @ SAS","SAS",22485,14354,71,90.72,22497,18,5,1,2,6,5,28,492,1668,3.52757449334022,-6.90775527898214,3.8286413964891
"Jump Shot","Jump Shot",496,21500767,33.9053,71,139,-118.1988,1,4,0,"2015",42,15,NA,"2PT Field Goal","Center(C)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/6/2016","LAL @ SAS","SAS",22497,14354,71,90.72,22498,26,4,1,2,5,3,28,102,2778,3.52357134434913,2.70811686554675,5.2040066870768
"Layup Shot","Layup",189,21500776,34.0423,1,2,-118.2688,7,2,0,"2015",58,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/8/2016","LAL @ IND","IND",22504,13140,67,92.4,22520,27,5,1,2,6,5,12,478,962,3.52760386899016,-6.90775527898214,3.80666248977032
"Jump Shot","Jump Shot",299,21500776,34.0033,-215,41,-118.4848,11,3,0,"2015",9,21,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/8/2016","LAL @ IND","IND",22508,13140,67,92.4,22521,26,4,1,4,5,1,12,669,1491,3.52645757872979,3.04457005563729,4.43081679884331
"Jump Shot","Jump Shot",497,21500776,33.8313,128,213,-118.1418,3,4,0,"2015",42,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/8/2016","LAL @ IND","IND",22516,13140,67,92.4,22522,26,4,2,5,1,2,12,222,2658,3.52138640948558,3.17809549614658,5.54517744447956
"Jump Shot","Jump Shot",539,21500776,33.8203,125,224,-118.1448,0,4,0,"2015",25,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/8/2016","LAL @ IND","IND",22522,13140,67,92.4,22523,26,4,2,5,1,2,12,25,2855,3.52106121392193,3.21891582406822,5.58724865840025
"Turnaround Fadeaway shot","Jump Shot",37,21500795,34.0313,-112,13,-118.3818,6,1,0,"2015",51,11,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/10/2016","LAL @ CLE","CLE",22527,13444,68,93.1,22539,52,4,1,4,5,3,6,411,309,3.52728068936999,2.3979861777573,4.02535169073515
"Pullup Jump shot","Jump Shot",48,21500818,33.9003,4,144,-118.2658,7,1,0,"2015",29,14,NA,"2PT Field Goal","Center(C)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/19/2016","LAL vs. SAS","SAS",22543,15826,66,97.76,22560,29,4,1,2,5,3,28,449,271,3.52342386390477,2.63912875563579,5.23110861685459
"Jump Shot","Jump Shot",231,21500818,33.9203,209,124,-118.0608,11,3,0,"2015",22,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/19/2016","LAL vs. SAS","SAS",22549,15826,66,97.76,22561,26,4,2,5,1,2,28,682,1478,3.52401365522421,3.17809549614658,5.11799381241676
"Turnaround Hook Shot","Hook Shot",256,21500818,34.0133,-76,31,-118.3458,8,3,0,"2015",36,8,NA,"2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","2/19/2016","LAL vs. SAS","SAS",22551,15826,66,97.76,22562,54,3,1,4,3,3,28,516,1644,3.52675162459718,2.07956653386799,4.30406509320417
"Turnaround Fadeaway shot","Jump Shot",311,21500818,34.0183,127,26,-118.1428,3,3,0,"2015",18,12,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/19/2016","LAL vs. SAS","SAS",22557,15826,66,97.76,22563,52,4,1,6,5,3,28,198,1962,3.52689861511362,2.4849899796493,4.23410650459726
"Jump Shot","Jump Shot",474,21500818,33.8163,115,228,-118.1548,2,4,0,"2015",14,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/19/2016","LAL vs. SAS","SAS",22562,15826,66,97.76,22564,26,4,2,5,1,2,28,134,2746,3.52094293476524,3.21891582406822,5.6021188208797
"Jump Shot","Jump Shot",36,21500831,33.8073,51,237,-118.2188,8,1,0,"2015",49,24,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22567,14494,69,91.75,22578,26,4,2,2,1,2,5,529,191,3.5206767555008,3.17809549614658,5.63478960316925
"Jump Shot","Jump Shot",182,21500831,33.8463,102,198,-118.1678,6,2,0,"2015",26,22,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22572,14494,69,91.75,22579,26,4,1,5,5,1,5,386,1054,3.52182968762326,3.09108790687074,5.48479693349065
"Jump Shot","Jump Shot",266,21500831,34.0453,-173,-1,-118.4428,0,2,0,"2015",14,17,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22575,14494,69,91.75,22580,26,4,1,4,5,1,5,14,1426,3.52769199076275,2.83327216585559,3.73766961828337
"Turnaround Fadeaway Bank Jump Shot","Jump Shot",282,21500831,33.9543,119,90,-118.1508,9,3,0,"2015",58,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22578,14494,69,91.75,22581,57,4,1,6,5,3,5,598,1562,3.52501550283271,2.63912875563579,4.89034912822175
"Jump Shot","Jump Shot",285,21500831,33.8933,168,151,-118.1018,9,3,0,"2015",30,22,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22579,14494,69,91.75,22582,26,4,1,5,5,1,5,570,1590,3.52321735473503,3.09108790687074,5.26785815906333
"Jump Shot","Jump Shot",287,21500831,33.8393,135,205,-118.1348,9,3,0,"2015",0,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22580,14494,69,91.75,22583,26,4,2,5,1,2,5,540,1620,3.52162284894488,3.17809549614658,5.51342874616498
"Jump Shot","Jump Shot",299,21500831,33.8203,150,224,-118.1198,7,3,0,"2015",47,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/21/2016","LAL @ CHI","CHI",22581,14494,69,91.75,22584,26,4,2,5,1,2,5,467,1693,3.52106121392193,3.25813499882032,5.58724865840025
"Pullup Jump shot","Jump Shot",246,21500837,33.9113,-58,133,-118.3278,2,2,0,"2015",22,14,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","2/22/2016","LAL @ MIL","MIL",22591,13985,73,93.47,22595,29,4,1,2,3,3,16,142,1298,3.52374829217653,2.63912875563579,5.17048399503815
"Jump Shot","Jump Shot",257,21500837,33.9213,220,123,-118.0498,1,2,0,"2015",0,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/22/2016","LAL @ MIL","MIL",22593,13985,73,93.47,22596,26,4,2,5,1,2,16,60,1380,3.524043135661,3.21891582406822,5.11198778835654
"Jump Shot","Jump Shot",3,21500851,33.8023,-6,242,-118.2758,11,1,0,"2015",19,24,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/24/2016","LAL @ MEM","MEM",22597,15270,69,94.41,22607,26,4,2,2,1,2,14,679,41,3.52052884751114,3.17809549614658,5.65248918026865
"Layup Shot","Layup",30,21500851,34.0453,19,-1,-118.2508,8,1,0,"2015",40,1,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/24/2016","LAL @ MEM","MEM",22600,15270,69,94.41,22608,27,5,1,2,6,5,14,520,200,3.52769199076275,0.000999500333083423,3.73766961828337
"Turnaround Fadeaway shot","Jump Shot",50,21500851,33.9673,120,77,-118.1498,6,1,0,"2015",44,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/24/2016","LAL @ MEM","MEM",22602,15270,69,94.41,22609,52,4,1,6,5,3,14,404,316,3.52539829711785,2.63912875563579,4.78749174278205
"Turnaround Fadeaway shot","Jump Shot",53,21500851,34.0333,153,11,-118.1168,6,1,0,"2015",20,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/24/2016","LAL @ MEM","MEM",22603,15270,69,94.41,22610,52,4,1,6,5,3,14,380,340,3.5273394570701,2.70811686554675,3.98898404656427
"Turnaround Jump Shot","Jump Shot",26,21500931,33.9383,63,106,-118.2068,8,1,0,"2015",23,12,NA,"2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","3/6/2016","LAL vs. GSW","GSW",22616,16055,71,93.92,22622,55,4,1,6,3,3,10,503,217,3.52454417016034,2.4849899796493,5.00394630594546
"Jump Shot","Jump Shot",68,21500931,33.8563,-192,188,-118.4618,4,1,0,"2015",47,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/6/2016","LAL vs. GSW","GSW",22617,16055,71,93.92,22623,26,4,2,3,1,2,10,287,433,3.52212509725518,3.25813499882032,5.44241771052179
"Turnaround Fadeaway shot","Jump Shot",274,21500931,34.0443,228,0,-118.0418,0,2,0,"2015",0,22,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","3/6/2016","LAL vs. GSW","GSW",22622,16055,71,93.92,22624,52,4,2,6,7,2,10,0,1440,3.52766261770137,3.09108790687074,3.76120011569356
"Jump Shot","Jump Shot",286,21500931,33.8513,137,193,-118.1328,10,3,0,"2015",46,23,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/6/2016","LAL vs. GSW","GSW",22623,16055,71,93.92,22625,26,4,1,5,5,1,10,646,1514,3.52197740334758,3.13553769324487,5.46383180502561
"Cutting Finger Roll Layup Shot","Layup",293,21500931,34.0373,-24,7,-118.2938,9,3,0,"2015",51,2,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/6/2016","LAL vs. GSW","GSW",22624,16055,71,93.92,22626,56,5,1,2,6,5,10,591,1569,3.52745698211042,0.693647055601596,3.91202300542815
"Jump Shot","Jump Shot",21,21500962,34.0283,150,16,-118.1198,9,1,0,"2015",27,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/10/2016","LAL vs. CLE","CLE",22628,15946,73,96.9,22640,26,4,1,6,5,3,6,567,153,3.52719253134373,2.70811686554675,4.07753744390572
"Jump Shot","Jump Shot",304,21500962,33.9643,143,80,-118.1268,3,3,0,"2015",55,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/10/2016","LAL vs. CLE","CLE",22640,15946,73,96.9,22641,26,4,1,6,5,1,6,235,1925,3.52530997297998,2.77265122028674,4.81218435537242
"Jump Shot","Jump Shot",439,21500962,33.8613,168,183,-118.1018,4,4,0,"2015",50,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/10/2016","LAL vs. CLE","CLE",22641,15946,73,96.9,22642,26,4,2,5,1,2,6,290,2590,3.52227276935251,3.17809549614658,5.42053499927229
"Turnaround Jump Shot","Jump Shot",332,21500987,33.9873,-143,57,-118.4128,5,3,0,"2015",19,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/13/2016","LAL vs. NYK","NYK",22653,14930,69,93.04,22657,55,4,1,4,5,3,21,319,1841,3.52598692542491,2.70811686554675,4.60517018598809
"Jump Shot","Jump Shot",50,21501055,34.0423,-145,2,-118.4148,5,1,0,"2015",23,14,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/22/2016","LAL vs. MEM","MEM",22660,15181,69,98.02,22673,26,4,1,4,5,3,14,323,397,3.52760386899016,2.63912875563579,3.80666248977032
"Turnaround Fadeaway shot","Jump Shot",304,21501055,33.9693,-38,75,-118.3078,4,3,0,"2015",4,8,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","3/22/2016","LAL vs. MEM","MEM",22672,15181,69,98.02,22674,52,4,1,2,3,3,14,244,1916,3.52545717554275,2.07956653386799,4.77068462446567
"Jump Shot","Jump Shot",428,21501055,33.8983,-181,146,-118.4508,8,4,0,"2015",55,23,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/22/2016","LAL vs. MEM","MEM",22674,15181,69,98.02,22675,26,4,1,3,5,1,14,535,2345,3.52336486563635,3.13553769324487,5.24174701505964
"Turnaround Fadeaway shot","Jump Shot",2,21501081,33.9383,-114,106,-118.3838,11,1,0,"2015",42,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/25/2016","LAL vs. DEN","DEN",22689,14248,70,95.4,22707,52,4,1,4,5,3,8,702,18,3.52454417016034,2.70811686554675,5.00394630594546
"Jump Shot","Jump Shot",257,21501081,34.0503,240,-6,-118.0298,2,2,0,"2015",31,24,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","3/25/2016","LAL vs. DEN","DEN",22698,14248,70,95.4,22708,26,4,2,6,7,2,8,151,1289,3.5278388431294,3.17809549614658,3.61091791264422
"Pullup Jump shot","Jump Shot",380,21501081,33.9343,-120,110,-118.3898,3,3,0,"2015",50,16,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/25/2016","LAL vs. DEN","DEN",22705,14248,70,95.4,22709,29,4,1,3,5,1,8,230,1930,3.52442630227242,2.77265122028674,5.03043792139244
"Driving Layup Shot","Layup",534,21501081,34.0453,17,-1,-118.2528,2,4,0,"2015",48,1,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/25/2016","LAL vs. DEN","DEN",22709,14248,70,95.4,22710,12,5,1,2,6,5,8,168,2712,3.52769199076275,0.000999500333083423,3.73766961828337
"Jump Shot","Jump Shot",8,21501096,33.8313,-165,213,-118.4348,10,1,0,"2015",48,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/27/2016","LAL vs. WAS","WAS",22711,13503,69,95.47,22723,26,4,2,3,1,2,33,648,72,3.52138640948558,3.25813499882032,5.54517744447956
"Driving Layup Shot","Layup",32,21501096,34.0413,22,3,-118.2478,7,1,0,"2015",45,2,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/27/2016","LAL vs. WAS","WAS",22714,13503,69,95.47,22724,12,5,1,2,6,5,33,465,255,3.52757449334022,0.693647055601596,3.8286413964891
"Jump Shot","Jump Shot",38,21501096,33.8303,153,214,-118.1168,6,1,0,"2015",58,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/27/2016","LAL vs. WAS","WAS",22715,13503,69,95.47,22725,26,4,2,5,1,2,33,418,302,3.52135685062205,3.25813499882032,5.54907608489522
"Turnaround Fadeaway shot","Jump Shot",42,21501104,34.0453,125,-1,-118.1448,6,1,0,"2015",14,12,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/28/2016","LAL @ UTA","UTA",22729,14434,69,91.8,22734,52,4,1,6,5,3,31,374,346,3.52769199076275,2.4849899796493,3.73766961828337
"Turnaround Fadeaway shot","Jump Shot",65,21501104,34.0423,141,2,-118.1288,4,1,0,"2015",23,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/28/2016","LAL @ UTA","UTA",22730,14434,69,91.8,22735,52,4,1,6,5,3,31,263,457,3.52760386899016,2.63912875563579,3.80666248977032
"Jump Shot","Jump Shot",265,21501104,33.9693,205,75,-118.0648,9,3,0,"2015",57,21,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/28/2016","LAL @ UTA","UTA",22733,14434,69,91.8,22736,26,4,1,6,5,1,31,597,1563,3.52545717554275,3.04457005563729,4.77068462446567
"Jump Shot","Jump Shot",179,21501153,33.7803,132,264,-118.1378,6,2,0,"2015",22,29,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22750,13349,69,94.86,22765,26,4,2,5,1,2,3,382,1058,3.51987779233489,3.36733031215058,5.7268477475872
